timestep,episode,reward,decision,elapsed_time
388,388,0.76,discard,0.519532
389,389,0.9433333333333334,request_rescan,0.520093
390,390,0.76,discard,0.520691
391,391,0.76,request_rescan,0.521247
392,392,0.76,request_rescan,0.52182
393,393,0.76,discard,0.522374
394,394,0.76,discard,0.522947
395,395,0.76,log_and_continue,0.52351
396,396,0.9433333333333334,discard,0.524071
397,397,0.9433333333333334,discard,0.524619
398,398,0.9433333333333334,request_rescan,0.525184
399,399,0.76,request_rescan,0.525727
400,400,0.76,discard,0.526292
401,401,0.76,request_rescan,0.52773
402,402,0.9433333333333334,discard,0.528308
403,403,0.76,request_rescan,0.528886
404,404,0.9433333333333334,request_rescan,0.529447
405,405,0.9433333333333334,request_rescan,0.53001
406,406,0.76,request_rescan,0.530559
407,407,0.6633333333333333,log_and_continue,0.531121
408,408,0.6633333333333333,log_and_continue,0.531672
409,409,0.76,discard,0.532277
410,410,0.76,request_rescan,0.532848
411,411,0.76,request_rescan,0.534064
412,412,0.9433333333333334,discard,0.534893
413,413,0.9433333333333334,discard,0.535455
414,414,0.76,request_rescan,0.536015
415,415,0.6633333333333333,log_and_continue,0.536572
416,416,0.6633333333333333,log_and_continue,0.537159
417,417,0.76,request_rescan,0.537721
418,418,0.9433333333333334,discard,0.538261
419,419,0.6633333333333333,log_and_continue,0.538831
420,420,0.6633333333333333,log_and_continue,0.539404
421,421,0.9433333333333334,request_rescan,0.539965
422,422,0.76,discard,0.540509
423,423,0.9433333333333334,request_rescan,0.541077
424,424,0.9433333333333334,request_rescan,0.541636
425,425,0.9433333333333334,discard,0.542201
426,426,0.76,request_rescan,0.542761
427,427,0.76,request_rescan,0.543307
428,428,0.9433333333333334,discard,0.543865
429,429,0.76,discard,0.544415
430,430,0.76,log_and_continue,0.544969
431,431,0.76,log_and_continue,0.545538
432,432,0.9433333333333334,discard,0.546107
433,433,0.76,request_rescan,0.546663
434,434,0.76,request_rescan,0.547205
435,435,0.9433333333333334,discard,0.547756
436,436,0.9433333333333334,request_rescan,0.548314
437,437,0.9433333333333334,request_rescan,0.548859
438,438,0.76,discard,0.549407
439,439,0.9433333333333334,request_rescan,0.549972
440,440,0.76,request_rescan,0.550557
441,441,0.9433333333333334,discard,0.551139
442,442,0.76,log_and_continue,0.552119
443,443,0.76,request_rescan,0.553014
444,444,0.76,request_rescan,0.553574
445,445,0.9433333333333334,request_rescan,0.554181
446,446,0.76,request_rescan,0.554732
447,447,0.9433333333333334,request_rescan,0.555319
448,448,0.76,request_rescan,0.555877
449,449,0.76,discard,0.556444
450,450,0.76,log_and_continue,0.557058
451,451,0.9433333333333334,discard,0.557611
452,452,0.9433333333333334,request_rescan,0.558202
453,453,0.6633333333333333,log_and_continue,0.558747
454,454,0.9433333333333334,request_rescan,0.559325
455,455,0.9433333333333334,discard,0.559891
456,456,0.76,discard,0.560461
457,457,0.6633333333333333,log_and_continue,0.561023
458,458,0.76,request_rescan,0.561607
459,459,0.9433333333333334,request_rescan,0.562162
460,460,0.9433333333333334,discard,0.562714
461,461,0.76,discard,0.563281
462,462,0.9433333333333334,request_rescan,0.56384
463,463,0.76,request_rescan,0.564405
464,464,0.76,log_and_continue,0.56497
465,465,0.6633333333333333,log_and_continue,0.565511
466,466,0.9433333333333334,discard,0.56611
467,467,0.76,request_rescan,0.566664
468,468,0.9433333333333334,request_rescan,0.56723
469,469,0.9433333333333334,discard,0.567782
470,470,0.9433333333333334,request_rescan,0.568351
471,471,0.76,discard,0.56891
472,472,0.9433333333333334,request_rescan,0.569472
473,473,0.9433333333333334,discard,0.570029
474,474,0.76,log_and_continue,0.570622
475,475,0.9433333333333334,discard,0.571182
476,476,0.76,request_rescan,0.571734
477,477,0.9433333333333334,discard,0.572291
478,478,0.9433333333333334,request_rescan,0.57284
479,479,0.9433333333333334,discard,0.573391
480,480,0.76,log_and_continue,0.573959
481,481,0.9433333333333334,discard,0.574502
482,482,0.76,discard,0.575073
483,483,0.76,request_rescan,0.57562
484,484,0.9433333333333334,request_rescan,0.57619
485,485,0.76,request_rescan,0.576739
486,486,0.76,discard,0.577307
487,487,0.9433333333333334,request_rescan,0.577866
488,488,0.76,discard,0.578431
489,489,0.76,request_rescan,0.578973
490,490,0.9433333333333334,discard,0.579531
491,491,0.9433333333333334,discard,0.580082
492,492,0.9433333333333334,discard,0.58064
493,493,0.9433333333333334,request_rescan,0.581192
494,494,0.9433333333333334,request_rescan,0.581748
495,495,0.9433333333333334,discard,0.582311
496,496,0.76,discard,0.582854
497,497,0.9433333333333334,discard,0.583396
498,498,0.76,discard,0.583971
499,499,0.9433333333333334,request_rescan,0.584519
500,500,0.6633333333333333,log_and_continue,0.585096
501,501,0.76,request_rescan,0.586548
502,502,0.9433333333333334,discard,0.587155
503,503,0.9433333333333334,discard,0.587727
504,504,0.76,log_and_continue,0.588309
505,505,0.9433333333333334,discard,0.58886
506,506,0.76,request_rescan,0.589415
507,507,0.9433333333333334,request_rescan,0.58997
508,508,0.76,discard,0.59051
509,509,0.76,request_rescan,0.591055
510,510,0.9433333333333334,request_rescan,0.591642
511,511,0.9433333333333334,discard,0.592205
512,512,0.76,discard,0.592754
513,513,0.76,request_rescan,0.628048
514,514,0.9433333333333334,discard,0.628696
515,515,0.76,discard,0.629281
516,516,0.76,discard,0.629844
517,517,0.76,discard,0.630408
518,518,0.9433333333333334,request_rescan,0.630998
519,519,0.76,request_rescan,0.631955
520,520,0.9433333333333334,request_rescan,0.632524
521,521,0.9433333333333334,request_rescan,0.633096
522,522,0.9433333333333334,discard,0.63367
523,523,0.76,request_rescan,0.634236
524,524,0.76,discard,0.634825
525,525,0.76,discard,0.635406
526,526,0.76,request_rescan,0.635968
527,527,0.9433333333333334,request_rescan,0.636671
528,528,0.9433333333333334,request_rescan,0.637556
529,529,0.76,request_rescan,0.638253
530,530,0.76,request_rescan,0.638817
531,531,0.9433333333333334,request_rescan,0.63938
532,532,0.9433333333333334,request_rescan,0.639938
533,533,0.76,discard,0.640503
534,534,0.9433333333333334,discard,0.64107
535,535,0.9433333333333334,request_rescan,0.641629
